instrument,trading_day,update_time_raw,turnover,volume,last_price,open_interest,upper_limit_price,lower_limit_price,local_timestamp_us,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ms_of_day,product,contract_yyyymm,grid_phase_ms,session,is_preopen,is_in_continuous_session,is_out_of_session,exchange_ts,local_ts_utc,phase_residual_ms,is_observed_snapshot,bid_levels_present,ask_levels_present,one_sided_book,partial_depth_book,row_integrity_ok,source_file_integrity,session_boundary,interval_volume,interval_turnover,delta_open_interest,interval_vwap
IF2406,20240104,093034700,201884760.0,199,3381.6,62700,3728.0,3050.4,1704331834813523,3380.4,3380.2,3380.0,3379.8,3379.6,3381.4,3381.8,3382.0,3382.2,3383.6,1,2,8,1,3,1,4,1,1,2,34234700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:34.700,2024-01-04 01:30:34.813523+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014480.0,0.0,3381.6
IF2401,20240104,093035200,976466340.0,964,3374.2,98600,3719.6,3043.6,1704331835312247,3373.6,3373.4,3373.2,3373.0,3372.8,3374.2,3374.6,3375.0,3375.2,3375.6,4,5,5,21,2,6,2,2,4,5,34235200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:35.200,2024-01-04 01:30:35.312247+00:00,0,True,5,5,False,False,True,PASS,False,18.0,18219660.0,-15.0,3374.011111111111
IF2402,20240104,093035200,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331835312255,3379.6,3379.4,3379.2,3379.0,3378.6,3381.2,3381.4,3381.6,3381.8,3382.0,1,1,2,3,1,1,1,1,1,1,34235200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:35.200,2024-01-04 01:30:35.312255+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093035200,334513260.0,329,3387.2,101024,3734.4,3055.6,1704331835312263,3387.0,3386.6,3386.4,3386.2,3385.8,3387.6,3388.0,3388.2,3388.6,3388.8,1,3,2,7,1,1,2,1,1,3,34235200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:35.200,2024-01-04 01:30:35.312263+00:00,0,True,5,5,False,False,True,PASS,False,12.0,12193920.0,-8.0,3387.2
IF2406,20240104,093035200,202899180.0,200,3381.4,62699,3728.0,3050.4,1704331835312271,3381.4,3380.4,3380.2,3380.0,3379.8,3381.8,3382.0,3382.2,3383.6,3383.8,1,1,2,8,1,3,1,1,2,1,34235200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:35.200,2024-01-04 01:30:35.312271+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014420.0,-1.0,3381.4
IF2401,20240104,093035700,995698560.0,983,3374.6,98583,3719.6,3043.6,1704331835812866,3374.0,3373.8,3373.6,3373.4,3373.2,3374.6,3375.0,3375.2,3375.6,3375.8,1,2,7,5,5,1,2,4,5,4,34235700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:35.700,2024-01-04 01:30:35.812866+00:00,0,True,5,5,False,False,True,PASS,False,19.0,19232220.0,-17.0,3374.073684210526
IF2402,20240104,093035700,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331835812874,3379.8,3379.6,3379.4,3379.2,3379.0,3381.6,3381.8,3382.0,3382.2,3383.6,2,1,1,2,3,1,1,1,1,1,34235700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:35.700,2024-01-04 01:30:35.812874+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093035700,337561860.0,332,3387.2,101022,3734.4,3055.6,1704331835812882,3387.0,3386.8,3386.6,3386.4,3386.2,3388.0,3388.2,3388.6,3388.8,3389.2,1,2,1,2,7,2,1,1,3,1,34235700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:35.700,2024-01-04 01:30:35.812882+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3048600.0,-2.0,3387.3333333333335
IF2406,20240104,093035700,203913600.0,201,3381.4,62698,3728.0,3050.4,1704331835812889,3380.8,3380.6,3380.4,3380.2,3380.0,3381.8,3382.2,3383.6,3383.8,3384.0,1,2,1,2,8,2,1,2,1,10,34235700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:35.700,2024-01-04 01:30:35.812889+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014420.0,-1.0,3381.4
IF2401,20240104,093036200,998735340.0,986,3374.0,98583,3719.6,3043.6,1704331836316455,3374.0,3373.8,3373.6,3373.4,3373.2,3374.4,3374.6,3375.0,3375.2,3375.6,1,3,7,5,7,3,1,2,4,5,34236200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:36.200,2024-01-04 01:30:36.316455+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3036780.0,0.0,3374.2
IF2402,20240104,093036200,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331836316463,3380.0,3379.8,3379.6,3379.2,3379.0,3381.8,3382.0,3382.2,3383.6,3386.4,1,2,2,2,3,1,1,1,1,1,34236200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:36.200,2024-01-04 01:30:36.316463+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093036200,337561860.0,332,3387.2,101022,3734.4,3055.6,1704331836316471,3387.0,3386.8,3386.6,3386.4,3386.2,3388.0,3388.2,3388.6,3388.8,3389.2,3,2,1,2,7,2,1,1,3,1,34236200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:36.200,2024-01-04 01:30:36.316471+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2406,20240104,093036200,204928080.0,202,3381.6,62698,3728.0,3050.4,1704331836316479,3380.8,3380.6,3380.4,3380.2,3380.0,3381.8,3382.2,3383.6,3383.8,3384.0,1,2,1,2,8,1,1,2,1,10,34236200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:36.200,2024-01-04 01:30:36.316479+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014480.0,0.0,3381.6
IF2401,20240104,093036700,1007845440.0,995,3374.4,98576,3719.6,3043.6,1704331836811596,3374.4,3373.6,3373.4,3373.2,3373.0,3374.6,3375.0,3375.2,3375.6,3375.8,13,5,5,5,21,2,2,4,5,4,34236700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:36.700,2024-01-04 01:30:36.811596+00:00,0,True,5,5,False,False,True,PASS,False,9.0,9110100.0,-7.0,3374.1111111111113
IF2402,20240104,093036700,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331836811604,3379.8,3379.6,3379.2,3379.0,3378.2,3381.6,3381.8,3382.0,3382.2,3383.6,2,2,1,3,2,1,1,1,1,1,34236700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:36.700,2024-01-04 01:30:36.811604+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093036700,339594060.0,334,3387.0,101024,3734.4,3055.6,1704331836811612,3386.8,3386.6,3386.4,3386.2,3385.8,3387.0,3387.8,3388.0,3388.2,3388.6,1,1,2,7,2,4,1,2,1,1,34236700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:36.700,2024-01-04 01:30:36.811612+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2032200.0,2.0,3387.0
IF2406,20240104,093036700,204928080.0,202,3381.6,62698,3728.0,3050.4,1704331836811620,3381.0,3380.6,3380.2,3380.0,3379.8,3382.2,3383.6,3383.8,3384.0,3384.6,1,2,2,8,1,1,2,1,10,6,34236700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:36.700,2024-01-04 01:30:36.811620+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093037200,1021005900.0,1008,3375.0,98563,3719.6,3043.6,1704331837314559,3374.4,3374.0,3373.6,3373.4,3373.2,3375.0,3375.2,3375.6,3375.8,3376.2,5,6,5,6,5,1,4,5,4,26,34237200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:37.200,2024-01-04 01:30:37.314559+00:00,0,True,5,5,False,False,True,PASS,False,13.0,13160460.0,-13.0,3374.476923076923
IF2402,20240104,093037200,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331837314567,3380.0,3379.8,3379.6,3379.2,3379.0,3381.4,3381.8,3382.0,3382.2,3383.6,2,1,1,1,3,1,1,1,1,1,34237200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:37.200,2024-01-04 01:30:37.314567+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093037200,343658460.0,338,3387.0,101024,3734.4,3055.6,1704331837314575,3387.2,3387.0,3386.8,3386.6,3386.4,3388.0,3388.2,3388.6,3388.8,3389.2,1,3,1,1,2,5,1,1,3,1,34237200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:37.200,2024-01-04 01:30:37.314575+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4064400.0,0.0,3387.0
IF2406,20240104,093037200,204928080.0,202,3381.6,62698,3728.0,3050.4,1704331837314583,3381.0,3380.6,3380.2,3380.0,3379.8,3382.2,3383.6,3383.8,3384.0,3384.6,1,2,2,8,4,1,2,1,10,6,34237200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:37.200,2024-01-04 01:30:37.314583+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093037700,1021005900.0,1008,3375.0,98563,3719.6,3043.6,1704331837812587,3374.6,3374.4,3374.0,3373.6,3373.4,3374.8,3375.0,3375.2,3375.6,3375.8,3,7,6,5,6,1,1,4,5,4,34237700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:37.700,2024-01-04 01:30:37.812587+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2402,20240104,093037700,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331837812595,3381.4,3380.2,3380.0,3379.8,3379.6,3381.8,3382.0,3382.2,3383.6,3386.4,1,1,2,1,1,1,1,1,1,1,34237700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:37.700,2024-01-04 01:30:37.812595+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093037700,345690660.0,340,3387.0,101023,3734.4,3055.6,1704331837812603,3387.0,3386.6,3386.4,3386.2,3386.0,3388.0,3388.2,3388.6,3388.8,3389.2,5,1,2,7,1,3,1,1,3,1,34237700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:37.700,2024-01-04 01:30:37.812603+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2032200.0,-1.0,3387.0
IF2401,20240104,093038200,1025055600.0,1012,3374.6,98559,3719.6,3043.6,1704331838312505,3374.6,3374.4,3374.0,3373.6,3373.4,3375.0,3375.2,3375.6,3375.8,3376.2,4,8,6,5,6,1,3,5,4,26,34238200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:38.200,2024-01-04 01:30:38.312505+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4049700.0,-4.0,3374.75
IF2402,20240104,093038200,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331838312513,3381.4,3380.2,3380.0,3379.8,3379.6,3382.0,3382.2,3383.6,3386.4,3387.4,1,1,2,1,1,1,1,1,1,2,34238200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:38.200,2024-01-04 01:30:38.312513+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093038200,348739860.0,343,3388.0,101020,3734.4,3055.6,1704331838312521,3387.4,3387.2,3387.0,3386.6,3386.4,3388.2,3388.6,3388.8,3389.2,3389.6,1,2,3,1,2,1,1,3,1,4,34238200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:38.200,2024-01-04 01:30:38.312521+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3049200.0,-3.0,3388.0
IF2406,20240104,093038200,205942740.0,203,3382.2,62698,3728.0,3050.4,1704331838312530,3382.2,3381.0,3380.6,3380.4,3380.2,3383.0,3383.6,3383.8,3384.0,3384.6,1,1,3,4,2,1,2,1,10,6,34238200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:38.200,2024-01-04 01:30:38.312530+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014660.0,0.0,3382.2
IF2401,20240104,093038700,1027080360.0,1014,3374.6,98557,3719.6,3043.6,1704331838812356,3374.8,3374.6,3374.4,3374.0,3373.6,3375.0,3375.2,3375.6,3375.8,3376.2,1,2,8,6,6,1,2,5,4,26,34238700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:38.700,2024-01-04 01:30:38.812356+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2024760.0,-2.0,3374.6
IF2402,20240104,093038700,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331838812365,3381.4,3380.2,3380.0,3379.8,3379.6,3383.6,3386.4,3387.4,3390.0,3396.0,1,1,2,1,1,1,1,2,3,1,34238700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:38.700,2024-01-04 01:30:38.812365+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093038700,349756320.0,344,3388.2,101020,3734.4,3055.6,1704331838812372,3387.6,3387.4,3387.2,3387.0,3386.8,3388.0,3388.6,3388.8,3389.2,3389.6,1,1,4,2,2,1,1,3,1,4,34238700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:38.700,2024-01-04 01:30:38.812372+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1016460.0,0.0,3388.2
IF2406,20240104,093038700,206957400.0,204,3382.2,62698,3728.0,3050.4,1704331838812380,3381.2,3381.0,3380.6,3380.4,3380.2,3382.8,3383.0,3383.6,3383.8,3384.0,1,1,3,4,2,1,1,2,1,10,34238700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:38.700,2024-01-04 01:30:38.812380+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014660.0,0.0,3382.2
IF2401,20240104,093039200,1031130360.0,1018,3375.2,98553,3719.6,3043.6,1704331839312594,3375.0,3374.6,3374.4,3374.0,3373.6,3375.4,3375.6,3375.8,3376.2,3376.4,2,2,8,6,6,1,5,4,26,1,34239200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:39.200,2024-01-04 01:30:39.312594+00:00,0,True,5,5,False,False,True,PASS,False,4.0,4050000.0,-4.0,3375.0
IF2402,20240104,093039200,48723300.0,48,3380.4,6527,3727.0,3049.4,1704331839312602,3381.4,3380.2,3380.0,3379.8,3379.6,3382.8,3383.0,3383.2,3383.4,3383.6,1,1,2,1,1,3,2,7,4,2,34239200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:39.200,2024-01-04 01:30:39.312602+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093039200,350772720.0,345,3388.0,101019,3734.4,3055.6,1704331839312610,3387.6,3387.4,3387.2,3387.0,3386.8,3388.6,3388.8,3389.2,3389.6,3390.0,1,1,4,2,2,1,3,1,4,1,34239200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:39.200,2024-01-04 01:30:39.312610+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1016400.0,-1.0,3388.0
IF2406,20240104,093039200,206957400.0,204,3382.2,62698,3728.0,3050.4,1704331839312618,3381.4,3381.2,3380.6,3380.4,3380.2,3382.6,3382.8,3383.8,3384.0,3384.6,3,1,3,4,2,2,1,1,10,6,34239200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:39.200,2024-01-04 01:30:39.312618+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093039700,1033155540.0,1020,3375.2,98551,3719.6,3043.6,1704331839714518,3375.2,3375.0,3374.6,3374.4,3374.0,3375.6,3375.8,3376.2,3376.4,3376.6,1,2,2,8,6,5,4,26,1,1,34239700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:39.700,2024-01-04 01:30:39.714518+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2025180.0,-2.0,3375.3
IF2402,20240104,093039700,49737720.0,49,3381.4,6528,3727.0,3049.4,1704331839714526,3380.2,3380.0,3379.8,3379.6,3379.2,3381.4,3382.8,3383.0,3383.2,3383.4,1,2,1,1,1,1,2,3,2,3,34239700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:39.700,2024-01-04 01:30:39.714526+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1014420.0,1.0,3381.4
IF2403,20240104,093039700,351789300.0,346,3388.6,101018,3734.4,3055.6,1704331839714534,3388.0,3387.8,3387.6,3387.4,3387.2,3388.8,3389.2,3389.6,3390.0,3390.4,2,3,2,1,5,1,1,4,1,1,34239700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:39.700,2024-01-04 01:30:39.714534+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1016580.0,-1.0,3388.6
IF2406,20240104,093039700,212031180.0,209,3382.2,62693,3728.0,3050.4,1704331839714542,3381.6,3381.4,3381.2,3380.6,3380.4,3382.8,3383.8,3384.0,3384.6,3385.0,1,3,1,3,4,1,1,10,6,4,34239700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:39.700,2024-01-04 01:30:39.714542+00:00,0,True,5,5,False,False,True,PASS,False,5.0,5073780.0,-5.0,3382.52
IF2401,20240104,093040200,1036193520.0,1023,3375.4,98550,3719.6,3043.6,1704331840214557,3375.4,3375.2,3375.0,3374.6,3374.4,3375.6,3375.8,3376.2,3376.4,3376.6,3,3,3,2,8,3,4,24,1,1,34240200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:40.200,2024-01-04 01:30:40.214557+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3037980.0,-1.0,3375.5333333333333
IF2402,20240104,093040200,51766560.0,51,3381.4,6527,3727.0,3049.4,1704331840214565,3380.8,3380.6,3380.4,3380.2,3379.8,3383.0,3383.2,3383.4,3383.6,3386.4,1,1,3,1,1,3,1,2,1,1,34240200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:40.200,2024-01-04 01:30:40.214565+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2028840.0,-1.0,3381.4
IF2403,20240104,093040200,353822460.0,348,3388.4,101016,3734.4,3055.6,1704331840214574,3388.0,3387.8,3387.6,3387.2,3387.0,3389.2,3389.6,3390.0,3390.4,3391.2,3,7,3,6,1,1,4,1,1,3,34240200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:40.200,2024-01-04 01:30:40.214574+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2033160.0,-2.0,3388.6
IF2406,20240104,093040200,212031180.0,209,3382.2,62693,3728.0,3050.4,1704331840214582,3382.0,3381.8,3381.6,3381.4,3381.2,3383.8,3384.0,3384.6,3385.0,3386.0,1,1,1,2,1,1,10,6,4,8,34240200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:40.200,2024-01-04 01:30:40.214582+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093040700,1051383600.0,1038,3375.4,98540,3719.6,3043.6,1704331840715728,3375.4,3375.2,3375.0,3374.6,3374.4,3376.2,3376.4,3376.6,3376.8,3377.0,1,1,4,2,8,24,1,1,24,1,34240700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:40.700,2024-01-04 01:30:40.715728+00:00,0,True,5,5,False,False,True,PASS,False,15.0,15190080.0,-10.0,3375.5733333333333
IF2402,20240104,093040700,51766560.0,51,3381.4,6527,3727.0,3049.4,1704331840715736,3381.0,3380.8,3380.6,3380.4,3380.2,3382.8,3383.0,3383.2,3383.4,3383.6,4,1,1,1,1,1,3,1,2,1,34240700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:40.700,2024-01-04 01:30:40.715736+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093040700,355855380.0,350,3388.2,101015,3734.4,3055.6,1704331840715744,3388.8,3388.0,3387.8,3387.6,3387.2,3389.0,3389.2,3389.6,3390.0,3390.4,2,3,6,3,6,1,1,4,1,1,34240700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:40.700,2024-01-04 01:30:40.715744+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2032920.0,-1.0,3388.2
IF2406,20240104,093040700,212031180.0,209,3382.2,62693,3728.0,3050.4,1704331840715751,3382.2,3382.0,3381.8,3381.6,3381.4,3383.4,3383.6,3383.8,3384.0,3384.6,2,1,1,1,2,2,3,1,10,6,34240700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:40.700,2024-01-04 01:30:40.715751+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093041200,1054421580.0,1041,3375.2,98539,3719.6,3043.6,1704331841216728,3375.0,3374.6,3374.4,3374.0,3373.6,3375.8,3376.0,3376.2,3376.4,3376.6,5,2,8,7,6,1,2,26,1,1,34241200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:41.200,2024-01-04 01:30:41.216728+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3037980.0,-1.0,3375.5333333333333
IF2402,20240104,093041200,51766560.0,51,3381.4,6527,3727.0,3049.4,1704331841216736,3381.0,3380.8,3380.6,3380.4,3380.2,3383.2,3383.4,3383.6,3386.4,3387.4,4,1,1,1,1,1,2,1,1,2,34241200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:41.200,2024-01-04 01:30:41.216736+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093041200,358905300.0,353,3388.8,101013,3734.4,3055.6,1704331841216744,3388.2,3388.0,3387.8,3387.6,3387.2,3389.0,3389.2,3389.6,3390.0,3390.4,1,2,4,3,5,1,1,4,1,1,34241200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:41.200,2024-01-04 01:30:41.216744+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3049920.0,-2.0,3388.8
IF2406,20240104,093041200,212031180.0,209,3382.2,62693,3728.0,3050.4,1704331841216751,3382.0,3381.8,3381.6,3381.4,3381.2,3383.4,3383.6,3383.8,3384.0,3384.6,1,1,1,2,1,2,3,1,10,6,34241200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:41.200,2024-01-04 01:30:41.216751+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093041700,1056446820.0,1043,3375.4,98537,3719.6,3043.6,1704331841716370,3375.2,3375.0,3374.6,3374.4,3374.0,3375.4,3375.8,3376.0,3376.2,3376.4,3,6,2,9,2,1,2,2,26,1,34241700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:41.700,2024-01-04 01:30:41.716370+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2025240.0,-2.0,3375.4
IF2402,20240104,093041700,51766560.0,51,3381.4,6527,3727.0,3049.4,1704331841716378,3381.0,3380.8,3380.6,3380.4,3380.2,3383.0,3383.2,3383.4,3383.6,3386.4,4,1,1,1,1,1,1,1,1,1,34241700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:41.700,2024-01-04 01:30:41.716378+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093041700,359921940.0,354,3388.8,101013,3734.4,3055.6,1704331841716386,3388.4,3388.2,3388.0,3387.8,3387.6,3388.6,3389.0,3389.2,3389.6,3390.0,1,1,1,2,3,1,1,1,4,1,34241700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:41.700,2024-01-04 01:30:41.716386+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1016640.0,0.0,3388.8
IF2406,20240104,093041700,212031180.0,209,3382.2,62693,3728.0,3050.4,1704331841716394,3381.8,3381.6,3381.4,3381.2,3380.6,3383.2,3383.4,3383.6,3383.8,3384.0,1,1,2,1,1,1,2,2,1,10,34241700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:41.700,2024-01-04 01:30:41.716394+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2401,20240104,093042200,1059484680.0,1046,3375.4,98535,3719.6,3043.6,1704331842216365,3375.2,3375.0,3374.6,3374.4,3374.0,3375.8,3376.0,3376.2,3376.4,3376.6,5,6,1,9,2,1,1,24,1,1,34242200,IF,202401,200,AM,False,True,False,2024-01-04 09:30:42.200,2024-01-04 01:30:42.216365+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3037860.0,-2.0,3375.4
IF2402,20240104,093042200,51766560.0,51,3381.4,6527,3727.0,3049.4,1704331842216373,3381.2,3381.0,3380.8,3380.6,3380.4,3382.6,3383.0,3383.2,3383.4,3383.6,1,3,1,1,1,1,2,1,1,1,34242200,IF,202402,200,AM,False,True,False,2024-01-04 09:30:42.200,2024-01-04 01:30:42.216373+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093042200,362971740.0,357,3388.8,101011,3734.4,3055.6,1704331842216381,3388.4,3388.2,3388.0,3387.8,3387.6,3389.0,3389.2,3389.6,3390.0,3390.4,1,1,1,2,3,1,1,4,1,1,34242200,IF,202403,200,AM,False,True,False,2024-01-04 09:30:42.200,2024-01-04 01:30:42.216381+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3049800.0,-2.0,3388.6666666666665
IF2406,20240104,093042200,214060440.0,211,3382.0,62692,3728.0,3050.4,1704331842216389,3381.8,3381.6,3381.4,3381.2,3380.6,3382.8,3383.0,3383.2,3383.4,3383.6,1,1,2,1,1,1,3,3,2,2,34242200,IF,202406,200,AM,False,True,False,2024-01-04 09:30:42.200,2024-01-04 01:30:42.216389+00:00,0,True,5,5,False,False,True,PASS,False,2.0,2029260.0,-1.0,3382.1
IF2401,20240104,093042700,1062522540.0,1049,3375.4,98532,3719.6,3043.6,1704331842715203,3375.2,3375.0,3374.4,3374.0,3373.6,3375.4,3375.8,3376.0,3376.2,3376.4,3,6,9,2,7,1,11,2,24,1,34242700,IF,202401,200,AM,False,True,False,2024-01-04 09:30:42.700,2024-01-04 01:30:42.715203+00:00,0,True,5,5,False,False,True,PASS,False,3.0,3037860.0,-3.0,3375.4
IF2402,20240104,093042700,51766560.0,51,3381.4,6527,3727.0,3049.4,1704331842715211,3381.2,3381.0,3380.8,3380.6,3380.4,3383.0,3383.2,3383.4,3383.6,3384.2,1,3,1,1,1,2,1,1,1,1,34242700,IF,202402,200,AM,False,True,False,2024-01-04 09:30:42.700,2024-01-04 01:30:42.715211+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
IF2403,20240104,093042700,363988440.0,358,3389.0,101010,3734.4,3055.6,1704331842715219,3389.0,3388.4,3388.2,3388.0,3387.8,3389.2,3389.6,3390.0,3390.4,3391.2,1,1,1,1,1,1,4,1,1,3,34242700,IF,202403,200,AM,False,True,False,2024-01-04 09:30:42.700,2024-01-04 01:30:42.715219+00:00,0,True,5,5,False,False,True,PASS,False,1.0,1016700.0,-1.0,3389.0
IF2406,20240104,093042700,214060440.0,211,3382.0,62692,3728.0,3050.4,1704331842715227,3381.8,3381.6,3381.4,3381.2,3380.6,3382.8,3383.0,3383.2,3383.4,3383.6,1,1,2,1,1,1,2,3,2,2,34242700,IF,202406,200,AM,False,True,False,2024-01-04 09:30:42.700,2024-01-04 01:30:42.715227+00:00,0,True,5,5,False,False,True,PASS,False,0.0,0.0,0.0,
